age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annees_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,revenu_par_annee_exp,satisfaction_moyenne,hs_et_bas_salaire,ratio_anciennete_promotion,ratio_poste_entreprise,exp_par_age,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,departement_Ressources Humaines,poste_Autre,poste_Cadre Commercial,poste_Consultant,poste_Représentant Commercial,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Transformation Digitale
30,9250,3,9,4,2,1,3,29,4,1,1,3,3,3,2,2,3,3,0,12.0,925.0,2.5,0,2.0,0.4,0.25,0,1,0,0,0,1,0,0,0,0,0
35,2074,1,1,1,0,1,2,2,3,1,0,0,1,3,1,4,3,3,1,12.0,1037.0,2.25,1,1.0,0.0,0.058823529411764705,1,0,1,0,0,0,1,0,1,0,0
53,10169,0,34,33,7,1,4,2,5,1,1,9,3,2,4,2,3,3,0,16.0,290.54285714285714,3.0,0,16.5,0.20588235294117646,0.0,0,1,1,0,1,0,0,0,0,0,0
38,4855,4,7,5,2,2,2,2,3,1,1,4,3,3,2,1,3,3,0,11.0,606.875,2.25,0,2.5,0.3333333333333333,0.2,0,1,1,0,1,0,0,0,0,0,1
32,4087,4,9,6,5,1,3,1,4,0,1,2,4,3,1,2,2,3,0,14.0,408.7,2.25,0,3.0,0.7142857142857143,0.2857142857142857,0,1,1,0,0,0,0,0,0,0,0
48,2367,8,10,8,2,1,3,15,4,1,7,6,3,3,1,4,2,3,0,12.0,215.1818181818182,2.5,0,1.0,0.2222222222222222,0.26666666666666666,0,1,1,0,0,0,0,0,0,0,0
34,2972,1,1,1,0,0,4,7,4,1,0,0,1,3,4,3,1,3,0,13.0,1486.0,2.25,0,1.0,0.0,0.0625,0,0,1,0,0,0,0,0,0,0,1
55,19586,1,36,36,6,1,3,26,5,1,2,13,3,2,4,3,3,4,0,21.0,529.3513513513514,3.25,0,12.0,0.16216216216216217,0.02702702702702703,0,1,0,0,1,0,0,0,0,1,0
34,5484,9,9,2,2,1,3,1,4,1,2,1,2,3,4,2,2,3,0,17.0,548.4,2.5,0,0.6666666666666666,0.6666666666666666,0.5625,0,1,1,0,0,0,0,0,1,0,0
26,2061,1,1,1,0,0,5,3,3,1,0,0,1,3,4,1,3,4,0,21.0,1030.5,2.25,0,1.0,0.0,0.125,0,1,1,0,0,0,0,0,1,0,0
38,9924,0,10,9,8,1,3,14,3,1,7,7,3,3,2,4,3,3,0,11.0,902.1818181818181,3.0,0,1.125,0.8,0.0,0,1,0,0,0,1,0,0,1,0,0
38,4198,2,8,3,2,0,5,16,3,1,1,2,2,3,2,2,4,3,0,12.0,466.44444444444446,2.5,0,1.5,0.5,0.1,0,0,0,0,0,1,0,0,1,0,0
36,6815,6,15,1,0,0,5,1,4,1,0,0,2,3,3,1,3,3,0,13.0,425.9375,2.25,0,1.0,0.0,0.3333333333333333,0,0,0,0,0,1,0,0,1,0,0
29,4723,1,10,10,9,0,3,3,1,1,1,5,2,3,1,4,3,3,1,18.0,429.3636363636364,2.5,1,5.0,0.8181818181818182,0.09090909090909091,0,0,1,0,0,0,1,0,0,0,1
35,6142,3,10,5,2,0,4,10,4,1,0,4,1,3,3,3,3,3,1,16.0,558.3636363636364,2.5,0,5.0,0.3333333333333333,0.17647058823529413,0,0,1,0,1,0,0,0,0,0,1
39,8237,2,11,7,6,1,3,6,3,1,7,6,4,4,3,1,3,3,0,11.0,686.4166666666666,2.75,0,0.875,0.75,0.09523809523809523,0,1,0,0,0,1,0,0,0,0,1
29,8853,1,6,6,4,1,0,2,1,2,1,3,1,3,4,4,4,3,0,19.0,1264.7142857142858,3.25,0,3.0,0.5714285714285714,0.09090909090909091,1,0,1,0,1,0,0,0,1,0,0
50,19331,4,27,1,0,1,2,9,3,1,0,0,3,3,3,3,3,3,1,16.0,690.3928571428571,3.0,0,1.0,0.0,0.125,0,1,0,0,1,0,0,0,0,1,0
23,2073,2,4,2,2,1,2,10,3,1,2,2,4,4,3,4,3,3,0,16.0,414.6,3.5,0,0.6666666666666666,0.6666666666666666,0.4,0,1,1,0,0,0,0,0,0,0,0
36,5562,3,9,3,2,1,3,6,4,2,0,2,1,4,1,4,3,3,1,13.0,556.2,2.25,0,3.0,0.5,0.16666666666666666,0,1,1,0,0,0,1,0,1,0,0
42,19613,8,24,1,0,0,2,9,2,1,0,1,4,2,4,4,3,4,0,22.0,784.52,3.75,0,1.0,0.0,0.3333333333333333,0,0,1,0,1,0,0,0,0,0,0
35,3407,1,10,10,9,2,3,28,3,1,6,8,2,4,3,4,2,3,0,17.0,309.72727272727275,2.75,0,1.4285714285714286,0.8181818181818182,0.058823529411764705,0,1,1,0,0,0,1,0,1,0,0
34,5063,1,8,8,2,1,3,10,4,2,7,7,4,2,3,2,2,3,0,14.0,562.5555555555555,2.75,0,1.0,0.2222222222222222,0.0625,0,1,1,0,1,0,0,0,0,0,0
40,4639,1,5,5,4,1,2,14,2,1,1,2,4,3,1,3,3,3,0,15.0,773.1666666666666,2.75,0,2.5,0.6666666666666666,0.045454545454545456,0,1,0,0,0,1,0,0,1,0,0
43,4876,5,8,6,4,1,0,27,3,1,0,2,4,4,2,3,3,3,0,12.0,541.7777777777778,3.0,0,6.0,0.5714285714285714,0.2,1,0,1,0,0,0,1,0,0,0,0
35,2690,1,1,1,0,1,5,7,2,1,0,1,3,2,4,4,2,3,0,18.0,1345.0,3.25,0,1.0,0.0,0.058823529411764705,0,1,1,0,0,0,1,0,1,0,0
46,17567,1,27,26,0,0,5,1,4,1,0,12,4,4,1,2,1,3,0,15.0,627.3928571428571,2.0,0,26.0,0.0,0.03571428571428571,0,0,0,0,1,0,0,0,1,0,0
28,2408,1,1,1,1,3,3,24,3,1,0,0,3,3,2,3,3,3,1,17.0,1204.0,2.75,1,1.0,0.5,0.1,0,1,1,0,0,0,1,0,0,0,1
22,2814,1,4,4,2,0,2,26,2,0,1,3,2,2,3,2,2,3,1,14.0,562.8,2.25,1,2.0,0.4,0.25,0,1,1,0,0,0,0,0,0,0,0
50,11245,2,32,30,8,1,3,20,5,2,12,13,2,3,3,3,3,3,1,15.0,340.75757575757575,2.75,0,2.3076923076923075,0.25806451612903225,0.0625,0,1,1,0,1,0,0,0,0,0,1
32,3312,3,6,3,2,2,3,5,4,1,0,2,2,4,4,4,3,3,0,17.0,473.14285714285717,3.25,0,3.0,0.5,0.21428571428571427,0,1,1,0,0,0,0,0,0,0,0
44,19049,0,23,22,7,1,4,7,3,1,1,10,2,3,4,4,2,3,1,14.0,793.7083333333334,3.0,0,11.0,0.30434782608695654,0.0,1,0,1,0,1,0,0,0,0,0,1
30,2141,1,6,6,4,1,3,7,3,1,1,1,2,2,2,2,2,3,0,12.0,305.85714285714283,2.0,0,3.0,0.5714285714285714,0.08333333333333333,0,1,1,0,0,0,0,0,0,0,1
45,5769,1,10,10,7,0,3,5,5,1,1,4,3,1,1,1,3,3,1,14.0,524.4545454545455,2.0,0,5.0,0.6363636363636364,0.037037037037037035,0,0,1,0,0,0,1,0,0,0,1
45,4385,1,10,10,7,1,2,26,3,0,4,5,1,2,1,1,3,3,0,15.0,398.6363636363636,1.5,0,2.0,0.6363636363636364,0.037037037037037035,0,1,0,0,0,1,0,0,0,1,0
31,5332,7,10,5,2,0,3,2,4,2,0,3,4,3,1,4,3,3,0,13.0,484.72727272727275,3.0,0,5.0,0.3333333333333333,0.5384615384615384,0,0,0,0,0,1,0,0,0,0,0
36,4663,9,7,3,2,2,2,12,4,1,1,1,3,3,3,2,3,3,1,12.0,582.875,2.75,1,1.5,0.5,0.5,0,1,1,0,1,0,0,0,1,0,0
34,4724,1,9,9,7,1,3,10,4,2,7,2,3,4,4,1,3,3,0,13.0,472.4,2.75,0,1.125,0.7,0.0625,1,0,1,0,1,0,0,0,1,0,0
49,3211,1,10,9,6,1,3,25,4,1,1,4,3,3,1,4,2,3,0,14.0,291.90909090909093,2.5,0,4.5,0.6,0.03225806451612903,0,1,1,0,0,0,1,0,1,0,0
39,5377,2,10,7,7,3,3,10,5,1,7,7,2,3,1,4,3,3,0,13.0,488.8181818181818,2.5,0,0.875,0.875,0.09523809523809523,0,1,1,0,1,0,0,0,0,0,1
27,4066,1,7,7,7,2,3,19,3,1,0,7,4,2,1,1,3,3,0,11.0,508.25,2.25,0,7.0,0.875,0.1111111111111111,1,0,1,0,0,0,1,0,0,0,0
35,5208,1,16,16,15,0,2,18,5,1,1,10,2,4,1,4,3,3,0,11.0,306.3529411764706,2.5,0,8.0,0.8823529411764706,0.058823529411764705,0,1,1,0,0,0,0,0,1,0,0
28,4877,0,6,5,3,1,5,27,3,1,0,0,2,1,1,2,2,4,0,21.0,696.7142857142857,1.75,0,5.0,0.5,0.0,1,0,1,0,1,0,0,0,0,0,1
21,3117,1,3,2,2,0,2,5,1,1,2,2,3,3,4,3,3,3,0,18.0,779.25,3.25,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,1
18,1569,1,0,0,0,0,2,3,2,2,0,0,2,3,4,3,4,3,1,12.0,1569.0,3.25,1,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1
47,19658,3,27,5,2,1,2,26,4,1,1,0,4,3,3,3,3,3,0,11.0,702.0714285714286,3.25,0,2.5,0.3333333333333333,0.10344827586206896,0,1,0,1,1,0,0,0,1,0,0
39,3069,0,11,10,8,1,3,3,2,1,0,7,3,2,3,4,3,3,0,15.0,255.75,3.25,0,10.0,0.7272727272727273,0.0,1,0,1,0,0,0,1,0,0,0,1
40,10435,1,18,18,15,2,2,15,3,1,14,12,1,2,3,4,3,3,0,13.0,549.2105263157895,2.75,0,1.2,0.7894736842105263,0.045454545454545456,0,1,1,0,1,0,0,0,1,0,0
35,4148,1,15,14,11,1,5,8,4,0,2,9,3,3,3,4,3,3,0,12.0,259.25,3.25,0,4.666666666666667,0.7333333333333333,0.058823529411764705,0,1,1,0,1,0,0,0,1,0,0
37,5768,3,9,4,3,3,2,19,3,1,0,2,3,3,3,1,2,3,0,17.0,576.8,2.25,0,4.0,0.6,0.15789473684210525,0,1,1,0,1,0,0,0,1,0,0
39,5042,0,10,9,2,0,2,4,3,2,3,8,1,3,3,4,1,3,0,13.0,458.3636363636364,2.25,0,2.25,0.2,0.0,0,0,1,0,1,0,0,0,0,0,1
45,5770,1,10,10,7,2,3,2,2,1,3,9,4,2,4,1,3,3,0,19.0,524.5454545454545,3.0,0,2.5,0.6363636363636364,0.037037037037037035,1,0,1,0,1,0,0,0,0,0,0
38,7756,3,10,5,4,1,6,2,2,1,0,2,4,2,3,4,4,3,1,19.0,705.0909090909091,3.75,0,5.0,0.6666666666666666,0.15,0,1,1,0,1,0,0,0,0,0,1
35,10306,9,15,13,12,0,3,10,3,1,6,0,4,2,1,3,3,3,0,17.0,644.125,2.75,0,1.8571428571428572,0.8571428571428571,0.5294117647058824,0,1,0,0,0,1,0,0,0,0,1
37,3936,1,8,8,4,1,2,10,3,1,7,7,2,3,2,1,1,3,0,11.0,437.3333333333333,1.5,0,1.0,0.4444444444444444,0.05263157894736842,0,1,1,0,0,0,0,0,0,0,1
40,7945,6,18,4,2,0,2,16,3,1,3,3,3,3,4,4,2,3,1,15.0,418.1578947368421,3.25,0,1.0,0.4,0.2727272727272727,0,0,1,0,1,0,0,0,1,0,0
44,5743,4,14,10,7,0,3,1,5,2,0,2,1,3,4,3,3,3,1,11.0,382.8666666666667,2.75,0,10.0,0.6363636363636364,0.15384615384615385,0,1,0,1,1,0,0,0,0,0,0
48,15202,2,23,2,2,1,3,4,5,2,2,2,3,2,4,2,3,4,0,25.0,633.4166666666666,3.0,0,0.6666666666666666,0.6666666666666666,0.06666666666666667,0,1,1,0,1,0,0,0,0,0,1
35,5440,6,7,2,2,2,2,15,2,1,2,2,1,1,4,4,2,3,1,14.0,680.0,2.75,0,0.6666666666666666,0.6666666666666666,0.35294117647058826,1,0,0,0,0,1,0,0,0,0,1
24,3760,1,6,6,3,0,2,2,1,2,1,3,1,3,4,3,3,3,1,13.0,537.1428571428571,2.75,1,3.0,0.42857142857142855,0.16666666666666666,0,0,1,0,0,0,0,0,0,0,0
27,3517,7,5,3,2,0,0,8,3,1,0,2,2,4,3,1,3,3,0,17.0,586.1666666666666,2.25,0,3.0,0.5,0.7777777777777778,0,1,1,0,0,0,0,0,0,0,1
27,2580,2,6,4,2,0,0,2,3,2,1,2,4,3,4,3,2,3,0,13.0,368.57142857142856,3.25,0,2.0,0.4,0.2222222222222222,0,0,1,0,0,0,0,0,0,0,1
40,2166,3,10,4,2,0,3,7,3,1,0,3,1,3,1,2,1,3,1,14.0,196.9090909090909,1.25,1,4.0,0.4,0.13636363636363635,0,0,1,0,0,0,1,0,1,0,0
29,5869,9,8,5,2,0,2,10,3,1,1,4,3,2,3,3,3,3,0,11.0,652.1111111111111,3.0,0,2.5,0.3333333333333333,0.8181818181818182,0,0,0,0,0,1,0,0,0,0,1
36,8008,4,9,3,2,2,6,5,4,1,0,2,2,3,1,3,3,3,0,12.0,800.8,2.25,0,3.0,0.5,0.2222222222222222,0,1,1,0,1,0,0,0,1,0,0
25,5206,1,7,7,7,2,6,2,1,2,0,7,4,4,3,3,3,3,0,17.0,650.75,3.25,0,7.0,0.875,0.14285714285714285,1,0,1,0,1,0,0,0,1,0,0
39,5295,4,7,5,4,0,3,12,3,1,1,0,4,3,2,3,3,4,0,21.0,661.875,3.0,0,2.5,0.6666666666666666,0.19047619047619047,0,1,1,0,1,0,0,0,0,0,1
49,16413,3,27,4,2,2,2,22,4,1,1,2,1,3,2,2,3,3,0,16.0,586.1785714285714,2.0,0,2.0,0.4,0.0967741935483871,0,1,1,0,1,0,0,0,0,0,0
50,13269,5,19,14,11,3,3,17,5,1,1,11,4,2,1,3,3,3,0,15.0,663.45,2.75,0,7.0,0.7333333333333333,0.15625,1,0,1,0,1,0,0,0,1,0,0
20,2783,1,2,2,2,0,3,2,3,1,2,2,3,3,3,1,3,3,0,19.0,927.6666666666666,2.5,0,0.6666666666666666,0.6666666666666666,0.5,0,0,0,0,0,0,0,1,0,0,1
34,5433,1,11,11,8,1,2,3,3,1,7,9,4,3,2,3,3,3,0,12.0,452.75,3.0,0,1.375,0.6666666666666666,0.0625,1,0,1,0,0,0,0,0,1,0,0
36,2013,2,15,4,3,0,4,7,3,1,1,3,1,3,2,3,3,3,0,11.0,125.8125,2.25,0,2.0,0.6,0.1111111111111111,0,0,1,0,0,0,1,0,1,0,0
49,13966,2,30,15,11,1,3,6,1,1,2,12,3,2,3,2,3,3,1,19.0,450.51612903225805,2.75,0,5.0,0.6875,0.06451612903225806,0,1,1,0,1,0,0,0,1,0,0
36,4374,0,4,3,2,0,6,1,4,0,1,2,4,2,3,3,3,3,0,15.0,874.8,3.25,0,1.5,0.5,0.0,0,1,1,0,1,0,0,0,0,0,1
36,6842,6,13,5,4,1,3,3,2,1,0,4,4,4,1,1,3,4,0,20.0,488.7142857142857,2.25,0,5.0,0.6666666666666666,0.3333333333333333,1,0,1,0,1,0,0,0,1,0,0
54,17426,3,36,10,8,1,6,22,5,1,4,7,2,3,3,3,3,4,0,25.0,470.97297297297297,2.75,0,2.0,0.7272727272727273,0.08333333333333333,0,1,1,0,1,0,0,0,0,0,1
43,17603,1,14,14,10,1,3,15,2,1,6,11,3,2,3,1,3,4,0,24.0,1173.5333333333333,2.5,0,2.0,0.6666666666666666,0.04,0,1,1,0,1,0,0,0,1,0,0
35,4581,3,13,11,9,0,2,12,4,2,6,7,4,3,4,1,4,4,1,24.0,327.2142857142857,3.25,1,1.5714285714285714,0.75,0.17647058823529413,0,0,0,0,0,1,0,0,0,0,0
38,4735,7,19,13,11,2,4,1,3,2,2,9,4,3,4,4,4,3,0,15.0,236.75,4.0,0,4.333333333333333,0.7857142857142857,0.35,0,1,1,0,0,0,0,0,1,0,0
29,4187,1,10,10,0,1,3,5,3,1,0,9,1,2,2,2,2,3,1,13.0,380.6363636363636,1.75,1,10.0,0.0,0.09090909090909091,1,0,0,0,0,1,0,0,0,0,1
33,5505,1,6,6,2,2,5,2,4,1,0,4,4,3,4,3,3,3,0,14.0,786.4285714285714,3.5,0,6.0,0.2857142857142857,0.06666666666666667,1,0,0,0,0,1,0,0,0,0,1
32,5470,0,10,9,5,2,4,2,3,1,1,6,4,3,2,3,2,3,0,13.0,497.27272727272725,2.75,0,4.5,0.5,0.0,1,0,1,0,0,0,0,0,0,0,1
31,5476,1,10,10,0,2,2,5,4,1,0,2,1,3,4,1,3,3,0,11.0,497.8181818181818,2.25,0,10.0,0.0,0.07692307692307693,0,1,0,0,0,1,0,0,1,0,0
49,2587,4,17,2,2,1,2,16,3,1,2,2,4,3,1,2,2,3,1,16.0,143.72222222222223,2.25,1,0.6666666666666666,0.6666666666666666,0.12903225806451613,1,0,1,0,0,0,1,0,0,0,1
38,2440,1,4,4,3,0,3,2,3,2,3,3,4,2,2,2,3,4,0,22.0,488.0,2.75,0,1.0,0.6,0.05,0,0,1,0,0,0,1,0,0,0,1
47,15972,6,29,3,2,3,2,2,4,1,1,2,2,4,2,3,3,3,0,14.0,532.4,2.5,0,1.5,0.5,0.20689655172413793,1,0,0,0,1,0,0,0,1,0,0
49,15379,4,23,8,7,0,2,1,3,1,0,0,3,3,3,1,3,3,0,14.0,640.7916666666666,2.5,0,8.0,0.7777777777777778,0.12903225806451613,0,0,1,0,1,0,0,0,1,0,0
41,7082,3,21,2,0,0,2,23,2,1,0,2,4,3,3,4,3,3,1,16.0,321.90909090909093,3.5,0,2.0,0.0,0.13043478260869565,0,0,0,0,0,1,0,0,1,0,0
20,2728,1,2,2,2,0,3,9,1,1,0,2,4,3,1,1,3,3,0,11.0,909.3333333333334,2.25,0,2.0,0.6666666666666666,0.5,0,0,0,0,0,0,0,1,1,0,0
33,5368,1,7,6,5,1,2,16,3,0,1,2,3,3,4,3,3,4,1,25.0,671.0,3.25,0,3.0,0.7142857142857143,0.06666666666666667,1,0,0,0,0,1,0,0,1,0,0
36,5347,6,10,3,2,2,2,26,4,1,0,2,1,3,3,2,2,3,0,14.0,486.09090909090907,2.0,0,3.0,0.5,0.3333333333333333,0,1,1,0,1,0,0,0,1,0,0
44,3195,4,8,2,2,3,2,1,3,1,2,2,3,3,4,1,3,3,1,18.0,355.0,2.75,1,0.6666666666666666,0.6666666666666666,0.15384615384615385,1,0,0,1,1,0,0,0,1,0,0
23,3989,1,5,5,4,0,2,8,1,1,1,2,4,2,3,1,3,3,1,11.0,664.8333333333334,2.75,1,2.5,0.6666666666666666,0.2,0,0,1,0,0,0,1,0,0,0,1
38,3306,7,7,0,0,1,5,4,2,1,0,0,4,3,3,4,2,3,0,19.0,413.25,3.25,0,0.0,0.0,0.35,0,1,1,0,0,0,1,0,0,0,1
53,7005,3,11,4,3,0,2,24,4,1,1,2,2,4,4,3,3,3,0,15.0,583.75,3.0,0,2.0,0.6,0.08571428571428572,0,1,1,0,1,0,0,0,0,0,1
48,2655,2,19,9,7,2,3,7,2,2,7,7,4,3,3,3,3,3,1,11.0,132.75,3.25,1,1.125,0.7,0.06666666666666667,0,1,0,0,0,0,0,1,0,0,1
32,1393,1,1,1,0,0,2,2,4,1,0,0,4,3,2,1,3,3,0,12.0,696.5,2.5,0,1.0,0.0,0.07142857142857142,0,0,1,0,0,0,1,0,1,0,0
26,2570,1,7,7,7,0,5,7,3,0,5,7,4,3,4,3,3,4,0,20.0,321.25,3.5,0,1.1666666666666667,0.875,0.125,0,0,1,0,0,0,1,0,0,0,1
55,3537,5,8,4,2,1,1,22,3,1,1,2,1,2,2,4,3,3,0,12.0,393.0,2.5,0,2.0,0.4,0.13513513513513514,1,0,1,0,0,0,0,0,0,0,0
34,3986,1,15,15,10,1,3,5,2,1,4,13,2,2,4,3,4,3,0,14.0,249.125,3.25,0,3.0,0.625,0.0625,0,1,1,0,0,0,1,0,0,0,1
60,10883,3,19,1,0,1,2,1,4,1,0,0,3,1,4,3,4,4,0,20.0,544.15,3.5,0,1.0,0.0,0.07142857142857142,1,0,1,0,1,0,0,0,0,0,1
33,2028,1,14,14,11,3,6,21,3,1,2,13,2,4,2,4,3,3,0,18.0,135.2,2.75,0,4.666666666666667,0.7333333333333333,0.06666666666666667,0,1,1,0,0,0,1,0,0,0,1
37,9525,1,6,6,3,2,2,1,4,2,1,3,3,1,4,3,2,3,0,14.0,1360.7142857142858,3.0,0,3.0,0.42857142857142855,0.05263157894736842,1,0,0,0,0,1,0,0,0,0,1
34,2929,1,10,10,9,0,3,19,3,1,8,7,2,2,4,2,3,3,0,12.0,266.27272727272725,2.75,0,1.1111111111111112,0.8181818181818182,0.0625,0,1,1,0,0,0,0,0,1,0,0
23,2275,1,3,3,2,1,2,7,3,1,0,2,3,3,4,2,3,4,1,21.0,568.75,3.0,1,3.0,0.5,0.2,1,0,0,0,0,0,0,1,1,0,0
44,7879,1,9,8,7,1,2,2,3,1,6,7,3,4,4,2,3,3,1,19.0,787.9,3.0,0,1.1428571428571428,0.7777777777777778,0.038461538461538464,0,1,1,0,1,0,0,0,1,0,0
35,4930,0,6,5,4,0,2,2,4,2,1,4,1,2,4,3,4,3,1,14.0,704.2857142857143,3.0,0,2.5,0.6666666666666666,0.0,0,0,1,0,0,0,0,0,0,0,1
43,7847,1,10,10,9,1,3,2,3,1,8,8,4,3,4,1,3,3,1,17.0,713.3636363636364,3.0,0,1.1111111111111112,0.8181818181818182,0.04,0,1,0,0,0,1,0,0,0,0,1
24,4401,1,5,5,3,1,1,9,3,1,0,4,3,4,3,4,3,3,0,16.0,733.5,3.25,0,5.0,0.5,0.16666666666666666,0,1,1,0,0,0,0,0,0,0,1
41,9241,1,10,10,8,0,3,6,3,1,8,7,4,3,3,2,3,3,0,12.0,840.0909090909091,3.0,0,1.1111111111111112,0.7272727272727273,0.043478260869565216,0,0,0,0,0,1,0,0,0,1,0
29,2974,9,9,5,3,1,2,9,4,1,1,2,4,3,3,3,3,3,0,17.0,297.4,3.25,0,2.5,0.5,0.8181818181818182,0,1,1,0,0,0,1,0,0,0,1
36,4502,3,17,13,7,0,2,2,4,1,6,7,3,3,4,3,2,3,0,15.0,250.11111111111111,3.0,0,1.8571428571428572,0.5,0.16666666666666666,0,0,0,0,0,0,0,1,1,0,0
45,10748,3,25,23,15,1,3,1,1,0,14,4,3,2,3,4,2,4,0,23.0,413.38461538461536,3.0,0,1.5333333333333334,0.625,0.1111111111111111,0,1,1,0,1,0,0,0,1,0,0
24,1555,1,1,1,0,1,2,22,1,1,0,0,4,1,3,3,3,3,0,11.0,777.5,3.25,0,1.0,0.0,0.16666666666666666,0,1,0,1,1,0,0,0,0,0,0
47,12936,7,25,23,5,0,3,9,3,2,14,10,3,1,3,3,1,3,0,11.0,497.53846153846155,2.5,0,1.5333333333333334,0.20833333333333334,0.2413793103448276,0,1,0,0,0,1,0,0,1,0,0
26,2305,1,3,3,2,3,3,17,4,1,0,2,4,1,3,3,4,3,0,15.0,576.25,3.5,0,3.0,0.5,0.125,0,1,1,0,0,0,1,0,0,0,1
45,16704,1,21,21,6,0,2,28,2,1,8,6,4,2,2,3,3,3,0,11.0,759.2727272727273,3.0,0,2.3333333333333335,0.2727272727272727,0.037037037037037035,0,0,1,0,1,0,0,0,0,0,0
32,3433,6,10,5,2,1,3,10,3,2,1,3,1,3,3,1,2,3,0,13.0,312.09090909090907,1.75,0,2.5,0.3333333333333333,0.42857142857142855,0,1,1,0,0,0,0,0,1,0,0
31,3477,1,6,5,2,1,2,2,4,1,0,3,2,3,3,4,4,3,0,14.0,496.7142857142857,3.25,0,5.0,0.3333333333333333,0.07692307692307693,0,1,1,0,0,0,1,0,1,0,0
41,6430,6,10,3,2,1,4,4,3,0,1,2,3,1,2,2,3,3,0,19.0,584.5454545454545,2.5,0,1.5,0.5,0.2608695652173913,0,1,0,1,1,0,0,0,0,0,0
40,6516,2,18,1,0,1,3,8,2,1,0,0,2,3,1,2,3,3,1,16.0,342.94736842105266,2.0,0,1.0,0.0,0.09090909090909091,0,1,1,0,1,0,0,0,1,0,0
24,3907,1,6,6,2,3,2,29,1,1,1,2,2,3,1,2,4,3,0,13.0,558.1428571428571,2.25,0,3.0,0.2857142857142857,0.16666666666666666,1,0,1,0,0,0,1,0,0,0,1
46,5562,6,19,10,7,0,3,13,4,1,0,9,3,3,2,4,3,3,0,14.0,278.1,3.0,0,10.0,0.6363636363636364,0.21428571428571427,0,0,1,0,1,0,0,0,1,0,0
35,6883,2,17,7,7,1,3,27,4,1,0,7,4,3,3,2,3,3,0,16.0,382.3888888888889,3.0,0,7.0,0.875,0.11764705882352941,0,1,1,0,1,0,0,0,1,0,0
30,2862,1,10,10,0,1,2,16,1,1,0,8,2,3,4,2,2,3,0,12.0,260.1818181818182,2.5,0,10.0,0.0,0.08333333333333333,0,1,1,0,0,0,0,0,1,0,0
47,4978,7,4,1,0,1,3,2,4,0,0,0,3,3,2,4,1,3,0,11.0,995.6,2.5,0,1.0,0.0,0.2413793103448276,0,1,0,0,0,1,0,0,0,1,0
46,10368,4,13,10,6,1,5,2,3,1,0,3,3,3,4,2,2,3,1,12.0,740.5714285714286,2.75,0,10.0,0.5454545454545454,0.14285714285714285,1,0,0,0,0,1,0,0,1,0,0
36,6134,5,16,2,2,3,3,13,5,1,2,2,2,2,1,2,3,3,1,13.0,360.8235294117647,2.0,0,0.6666666666666666,0.6666666666666666,0.2777777777777778,1,0,0,0,0,1,0,0,0,1,0
32,6735,6,10,0,0,0,2,1,2,1,0,0,1,1,2,2,3,3,0,15.0,612.2727272727273,2.0,0,0.0,0.0,0.42857142857142855,0,0,0,0,0,1,0,0,1,0,0
23,3295,1,3,3,2,0,3,4,1,1,1,2,3,3,2,3,1,3,0,13.0,823.75,2.25,0,1.5,0.5,0.2,0,0,1,0,0,0,1,0,0,0,1
31,5238,2,9,5,4,0,3,24,1,2,1,4,4,3,4,4,2,4,0,20.0,523.8,3.5,0,2.5,0.6666666666666666,0.15384615384615385,0,0,1,0,1,0,0,0,0,0,0
39,6472,1,9,9,8,1,2,1,3,0,5,8,4,3,4,4,3,3,1,15.0,647.2,3.75,0,1.5,0.8,0.047619047619047616,0,1,1,0,0,0,1,0,1,0,0
32,9610,3,10,4,3,1,2,19,3,1,0,2,4,1,3,3,1,3,0,13.0,873.6363636363636,2.75,0,4.0,0.6,0.21428571428571427,0,1,0,0,0,1,0,0,1,0,0
40,19833,1,21,21,8,0,3,7,4,1,12,8,2,3,2,2,2,3,0,14.0,901.5,2.0,0,1.6153846153846154,0.36363636363636365,0.045454545454545456,0,0,0,0,1,0,0,0,0,0,1
45,9756,4,9,5,0,2,2,4,3,1,0,3,3,1,3,3,4,4,0,21.0,975.6,3.25,0,5.0,0.0,0.14814814814814814,0,1,0,1,1,0,0,0,1,0,0
30,4968,0,10,9,7,0,2,2,4,2,0,7,4,2,1,4,3,3,0,16.0,451.6363636363636,3.0,0,9.0,0.7,0.0,0,0,1,0,0,0,0,0,0,0,0
24,2145,0,3,2,2,1,2,10,3,2,2,1,1,3,4,4,3,3,0,14.0,536.25,3.0,0,0.6666666666666666,0.6666666666666666,0.0,0,1,0,1,1,0,0,0,0,0,1
30,2180,6,6,4,2,1,0,8,3,2,1,2,3,2,4,3,2,3,0,11.0,311.42857142857144,3.0,0,2.0,0.4,0.5,1,0,0,1,1,0,0,0,0,0,0
